id,comp1,comp4,semantic_prac1,semantic1_timer_First Click,semantic1_timer_Last Click,semantic1_timer_Page Submit,semantic1_timer_Click Count,Q796_First Click,Q796_Last Click,Q796_Page Submit,Q796_Click Count,phono_pract1,phono1_timer_First Click,phono1_timer_Last Click,phono1_timer_Page Submit,phono1_timer_Click Count,Q797_First Click,Q797_Last Click,Q797_Page Submit,Q797_Click Count,conj_prac1,conj1_timer_First Click,conj1_timer_Last Click,conj1_timer_Page Submit,conj1_timer_Click Count,Q801_First Click,Q801_Last Click,Q801_Page Submit,Q801_Click Count,disj_pract1,distjunct_timer_First Click,distjunct_timer_Last Click,distjunct_timer_Page Submit,distjunct_timer_Click Count,Q800_First Click,Q800_Last Click,Q800_Page Submit,Q800_Click Count,semantic_pract2,Q679_First Click,Q679_Last Click,Q679_Page Submit,Q679_Click Count,Q803_First Click,Q803_Last Click,Q803_Page Submit,Q803_Click Count,phono_pract2,Q683_First Click,Q683_Last Click,Q683_Page Submit,Q683_Click Count,Q805_First Click,Q805_Last Click,Q805_Page Submit,Q805_Click Count,conj_prac2,Q691_First Click,Q691_Last Click,Q691_Page Submit,Q691_Click Count,Q811_First Click,Q811_Last Click,Q811_Page Submit,Q811_Click Count,disj_prac2,Q687_First Click,Q687_Last Click,Q687_Page Submit,Q687_Click Count,Q807_First Click,Q807_Last Click,Q807_Page Submit,Q807_Click Count,semantic_pract3,Q696_First Click,Q696_Last Click,Q696_Page Submit,Q696_Click Count,Q812_First Click,Q812_Last Click,Q812_Page Submit,Q812_Click Count,phono_pract3,Q700_First Click,Q700_Last Click,Q700_Page Submit,Q700_Click Count,Q814_First Click,Q814_Last Click,Q814_Page Submit,Q814_Click Count,conj_prac3,Q708_First Click,Q708_Last Click,Q708_Page Submit,Q708_Click Count,Q818_First Click,Q818_Last Click,Q818_Page Submit,Q818_Click Count,disj_prac3,Q704_First Click,Q704_Last Click,Q704_Page Submit,Q704_Click Count,Q816_First Click,Q816_Last Click,Q816_Page Submit,Q816_Click Count,semantic_prac4,Q713_First Click,Q713_Last Click,Q713_Page Submit,Q713_Click Count,Q820_First Click,Q820_Last Click,Q820_Page Submit,Q820_Click Count,phono_pract4,Q717_First Click,Q717_Last Click,Q717_Page Submit,Q717_Click Count,Q822_First Click,Q822_Last Click,Q822_Page Submit,Q822_Click Count,conj_prac4,Q725_First Click,Q725_Last Click,Q725_Page Submit,Q725_Click Count,Q826_First Click,Q826_Last Click,Q826_Page Submit,Q826_Click Count,disj_prac4,Q721_First Click,Q721_Last Click,Q721_Page Submit,Q721_Click Count,Q824_First Click,Q824_Last Click,Q824_Page Submit,Q824_Click Count,age,gender,gender_5_TEXT,race,race_6_TEXT,spanish,english,fluent-languages,dyslexia,fb,Q866,id,semantic_1,semantic_2,semantic_3,semantic_4,semantic_5,semantic_6,semantic_7,semantic_8,phono_1,phono_2,phono_3,phono_4,phono_5,phono_6,phono_7,phono_8,disj_1,disj_2,disj_3,disj_4,disj_5,disj_6,disj_7,disj_8,conj_1,conj_2,conj_3,conj_4,conj_5,conj_6,conj_7,conj_8
R_6ouU2AaxeSG1Kgx,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",3.151,3.151,60.008,1,3.093,3.093,60.008,1,"yellow,yonder,yes",0.969,0.969,60.008,1,2.66,4.426,60.009,3,"eyeliner,eyeshadow",1.377,1.377,60.008,1,22.489,22.489,60.009,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.823,1.823,60.009,1,3.488,3.488,60.002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Male,,White,,No,Yes,none,No,no,no,46170,,,"1763773306547,chair ,1763773312374,couch,1763773314905,desk,1763773317121,table,1763773318913,drawer,1763773322351,stand,1763773325273,ottomon,1763773328755,bench,1763773361075","1763773369974,arm,1763773375116,leg,1763773375891,finger,1763773378629,hand,1763773379604,foot,1763773380331,toe,1763773381437,neck,1763773384873,stomache,1763773387139,groin,1763773391753,knee,1763773395177,shin,1763773398528,calf,1763773400275,ear,1763773404424,nose,1763773405941,mouth,1763773412073",,,,,,,"1763773443947,snake,1763773446413,stand,1763773447862,smile,1763773453274,seasaw,1763773459180,saw,1763773460758,sign,1763773462580,sigma,1763773466503,steel,1763773471357,steal,1763773473485,sooth,1763773476655,sum,1763773484530,sun,1763773485783,smut,1763773490234,smooch,1763773491913,scene,1763773495651,slide,1763773497642,slip,1763773500422","1763773506408,bob,1763773511748,bill,1763773512696,brian,1763773514012,ben,1763773514907,barn,1763773516043,bet,1763773516817,boot,1763773518411,bribe,1763773519993,bed,1763773520866,blank,1763773522914,buy,1763773526879,bye,1763773528218,built,1763773532784,beep,1763773537728,boil,1763773555594,boiler,1763773557551,beep,1763773559725,boop,1763773562608,bop,1763773564616",,,,,,,"1763773739745,jewel,1763773774608,bass,1763773778579,drum,1763773780480,guitar,1763773785797,piano,1763773786998,harmonica,1763773793603,juice,1763773795595,job,1763773798767","1763773802082,help,1763773806950,hello,1763773809049,hammer,1763773810628,saw,1763773813789,chainsaw,1763773815694,hound,1763773830578,happy,1763773831617,hault,1763773833403,hemeroage,1763773860749",,,,,,,"1763773581359,flamingo,1763773595301,fly,1763773600458","1763773647996,plushie,1763773672267",,,,
R_5ZOdR6C0y9OY5eY,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",6.587,54.56,60.008,3,2.217,2.217,60.007,1,"yellow,yonder,yes",2.57,2.57,60.104,1,7.973,34.136,60.109,3,"eyeliner,eyeshadow",5.839,5.839,61.44,1,2.801,2.801,60.081,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",5.392,5.392,60.007,1,8.437,8.437,60.008,1,20,Female,,White,,No,No,n/a,No,no,n/a,45230,,,,,,,"1763790331358,dog,1763790349904,cat,1763790352433,cow,1763790355426,pig,1763790356694,fox,1763790364349,moose,1763790366018,chicken,1763790370271,deer,1763790378653,squirrel ,1763790390708","1763790395379,car,1763790403233,train,1763790417074,rattle ,1763790420813,dolls,1763790449140",,,,,,,"1763790471986,jazz,1763790480050,journal,1763790486889,juice,1763790497747,jar,1763790508133,jump,1763790521916","1763790535071,hello,1763790549988,hay,1763790553626,humor,1763790557976,horror,1763790560487,hilucination ,1763790569735,hurricane ,1763790576606,hero,1763790580927,human,1763790584342,hash,1763790588871",,,,,,,"1763790823544,store,1763790833001,sandal,1763790843775,shirt,1763790847095,share,1763790852122,square,1763790855583,socks,1763790863079,shoe,1763790870407,sock,1763790876586","1763790886745,burger,1763790900231,beer,1763790903891,band,1763790912641",,,,,,,"1763790634954,nightstand,1763790692478","1763790698541,achillies ,1763790757688"
R_1dbtciXdE0f1jOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5DjBqawXuzgfbUT,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",15.228,50.612,60.007,7,2.006,2.006,60.013,1,"yellow,yonder,yes",1.727,1.727,60.01,1,1.853,1.853,60.01,1,"eyeliner,eyeshadow",2.978,2.978,60.009,1,1.679,10.714,60.013,2,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.675,1.675,60.008,1,4.076,4.076,60.008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,,White,,No,Yes,n/a,No,no,n/a,45388,,,,,"1763856155526,drum,1763856203260,guitar,1763856211276","1763856218635,hammer,1763856223177,wrench,1763856228810,screwdriver,1763856234461,saw,1763856248694,drill,1763856260761,axe,1763856272529",,,,,,,"1763856299514,Neat,1763856311562,nice,1763856315746,no,1763856317496,nurse,1763856344964,name,1763856347096,nest,1763856349463,nature,1763856352697,naughty,1763856357077","1763856361440,apple,1763856365931,apricot,1763856369830,anything,1763856374281,along,1763856377148,alone,1763856380064,axe,1763856383014,after,1763856385948,adorable,1763856389848,age,1763856391781,april,1763856394447,alligator,1763856398314,ant,1763856400948,angry,1763856404081,agree,1763856406248,arrow,1763856409214,acorn,1763856412414,able,1763856414482,alien,1763856417098,adult,1763856420234",,,,,,,"1763856591356,farrot,1763856603302,freeze,1763856607536,fire,1763856614553,famous,1763856619270,fart,1763856622503,bear,1763856632103,dog,1763856637520,cat,1763856639020,horse,1763856641337,pig,1763856644387,zebra,1763856647954,monkey,1763856650504","1763856653356,preach ,1763856661904,peace,1763856664004,peach,1763856666688,pear,1763856671304,ball,1763856674371,slinky,1763856679504,doll,1763856688705",,,,,,,"1763856437799,scarf,1763856444199,shirt,1763856448532,shawl,1763856454332,skirt,1763856459999,socks,1763856471016,sweater,1763856474200,sweatpants,1763856491066","1763856499565,bagel,1763856512535,blueberry,1763856515834,banana,1763856520334,broccoli,1763856530701,brussels sprouts,1763856543101,butternut squash ,1763856554752",,
R_31ss7FRLOSqpblI,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",2.825,57.003,61.015,6,1.627,15.41,61.079,3,"yellow,yonder,yes",2.086,16.975,61.898,5,4.155,4.155,64.2,1,"eyeliner,eyeshadow",2.432,2.432,61.501,1,1.503,6.641,61.327,3,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.89,19.593,61.133,7,6.393,6.393,61.554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,,Black or African American,,No,Yes,hausa,No,no,no,45539,,,"1763944220095,couch ,1763944227398,cgair ,1763944233292,table,1763944240843,bed,1763944261081","1763944287022,brain,1763944306320,cheeck,1763944310014,chin ,1763944314572,ear,1763944315493,nose ,1763944317430,leg,1763944319083,arm ,1763944320309,breast,1763944322973,butt,1763944325066,forehead ,1763944335023",,,,,,,"1763944377216,spain,1763944383786,sauce,1763944386953,seed,1763944390147,sit,1763944394844,sand ,1763944398007,spoon ,1763944417053,sandcastle ,1763944425087","1763944445903,boat ,1763944451970,band ,1763944458751,black ,1763944461360,beak,1763944463179,beaker ,1763944465650,bitch,1763944501088",,,,,,,"1763944750977,jacket ,1763944777810,guitar ,1763944780744,harp ,1763944785174,jit ,1763944786587,piano,1763944795655","1763944818558,house ,1763944828108,screwdriver ,1763944831412,happy ,1763944836261",,,,,,,"1763944545603,fish,1763944550385","1763944612778,paint,1763944633731,parachute,1763944641647",,,,
R_3z4PSUfiFSufKwN,TRUE,FALSE,"thriller,horror,action,comedy",5.356,5.356,60.02,1,1.569,1.569,60.014,1,"yellow,yonder,yes",2.588,2.588,60.019,1,1.56,1.56,60.023,1,"eyeliner,eyeshadow",2.223,2.223,60.021,1,1.49,1.49,60.119,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.456,1.456,60.106,1,1.7,1.7,60.106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,,White,,No,Yes,None,No,No,None,45920,"1764014931650,Socks,1764014940451,Shoes,1764014944183,Shirt,1764014947570,Pants,1764014950803,Shorts,1764014952326,Skirt,1764014953499,Scarf,1764014957486,Jacket,1764014959333,Vest,1764014960721,Blazer,1764014963118,Collared shirt,1764014968700,Full length dress,1764014977258,Mini dress,1764014981882,Gloves,1764014986601,Hat,1764014990777","1764014994084,Burger,1764014998935,Pizza,1764015001357,Wings,1764015002828,Fries,1764015005411,Ice cream,1764015010103,Carrots,1764015013573,Cucumber,1764015016516,Kiwi,1764015018883,Onion,1764015020934,Pepper,1764015023520,Chicken,1764015026605,Steak,1764015031379,Cake,1764015033159,Cupcake,1764015036591,Cookie,1764015040258,Cornbread,1764015042966,Muffin,1764015050391",,,,,,,"1764015073214,Flute,1764015078427,Float,1764015081268,Flat,1764015082752,Fat,1764015084073,Fart,1764015087144,Flake,1764015088820,Form,1764015090671,Fact,1764015092750,False,1764015094903,Face,1764015096641,Flag,1764015104042,Fluffy,1764015108061,Float,1764015111613,Fly,1764015114486,Flop,1764015119484,Funny,1764015125164,Fun,1764015126679,Fuck,1764015130820","1764015135862,Penis,1764015140263,Parasite,1764015142942,Park,1764015145656,Pen,1764015147177,Peg,1764015150759,Pro,1764015156204,Procrastinate,1764015162617,Political,1764015169079,Pan,1764015173664,Porn,1764015176083,Portable,1764015179084,Plop,1764015182178,Poor,1764015185241,Pork,1764015189259",,,,,,,"1764015356572,Nice,1764015360253,Niche,1764015361873,Couch,1764015366498,Chair,1764015367907,Navigate,1764015381495,Table,1764015387401,Night stand,1764015389992,Sink,1764015398866,Normal,1764015404262,Nail,1764015408319,Net,1764015412307,Network,1764015414454","1764015419761,Arm,1764015425643,Armpit,1764015427255,Leg,1764015428587,Torso,1764015432990,Head,1764015434382,Neck,1764015435921,Animatronic,1764015444387,Animal,1764015447334,Albino,1764015455611,Alphabet,1764015459678,Ant,1764015466942,Finger,1764015470851,Hand,1764015472324,Eyeball,1764015479813",,,,,,,"1764015208613,Jingle bells,1764015217349","1764015271300,Hoe,1764015279946",,,,,,
R_3GqBQhMI5KoWQ5L,TRUE,FALSE,"thriller,horror,action,comedy",1.862,43.788,60.116,4,1.278,48.093,60.007,4,"yellow,yonder,yes",1.23,1.23,60.112,1,0.879,1.296,60.005,2,"eyeliner,eyeshadow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46152,"1763411121759,Shoes Socks Shirts Sweaters Hoodies Sweatshirts Pants Underwear Belts Hats Beanies Jerseys Bra Thongs ,1763411160029,Socks,1763411163458,Pants,1763411166823,Bras,1763411168250,Underwear,1763411172060,Hats,1763411174018,Belts,1763411176167,Shoes,1763411177469,Shirts,1763411180268","1763411184587,Chicken,1763411190556,Cheese ,1763411192869,Beef,1763411194307,Fish,1763411195350,Veal,1763411197044,Venison ,1763411200246,Pork,1763411201531,Apples,1763411203108,Oranges,1763411204434,Pears,1763411205468,Grapes,1763411207027,Broccoli ,1763411211173,Frog Legs,1763411213377,Pheasants ,1763411218824,Ducks,1763411220725,Rice,1763411224505,Scallops,1763411226066,Noodles,1763411227715,Chips,1763411242303",,,,,,,"1763411256620,Fart,1763411259612,Fuck,1763411260622,Fucker,1763411262254,Feet,1763411263840,Foot,1763411264839,Faucet,1763411266783,For ,1763411268643,Find ,1763411270194,From ,1763411272221,Fornication ,1763411276214,Fornicate,1763411278180,Few ,1763411282824,Fax,1763411284110,Facts,1763411285284,Fact,1763411286420,Fed,1763411289514,Feed,1763411291621,Food,1763411292666,Fee,1763411294097,Fees,1763411295455,Fear,1763411297332,Freight,1763411299644,Four,1763411302430,For,1763411303580,Forw,1763411306177,Fore,1763411307818,Flow,1763411310054,Fiat,1763411312963,Fit,1763411314608,Fight,1763411316133","1763411318734,Part ,1763411322346,Please ,1763411323808,Pretty ,1763411325419,Pants,1763411327245,Paint,1763411329467,Pant,1763411330599,Pregnant ,1763411334153,Probability ,1763411336521,Probably ,1763411339942,Probabilities ,1763411342020,Proud ,1763411347633,Problem,1763411349212,Pierce,1763411352282,Piercing,1763411354928,Pussy,1763411356419,Preach,1763411359632,Pray,1763411361608,Prey,1763411362540,Praying,1763411364763,Preying,1763411366986,Penguin,1763411370393,Preposterous ,1763411374746,Penis,1763411377000,Penile,1763411378276",,,,,,,,,,,,,,,,,,,,,,
R_7rjutI2tb1QN37y,TRUE,FALSE,"thriller,horror,action,comedy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_13qlF5SjONdm5UA,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",2.299,51.842,60.022,2,2.836,2.836,60.115,1,"yellow,yonder,yes",2.383,3.715,60.112,2,1.927,1.927,60.018,1,"eyeliner,eyeshadow",2.936,2.936,60.116,1,4.295,4.295,60.021,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",5.438,5.438,60.018,1,3.359,3.359,60.016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Female,,Black or African American,,No,Yes,N/a,No,No,N/a,45350,,,"1764043169650,Couch,1764043175276,bed,1764043181407,ottoman,1764043186890,tv stand,1764043190607,desk,1764043195389,desk chair,1764043199489,coffee table,1764043205405,nightstand,1764043211022,bed frame,1764043219254,vanity,1764043227036","1764043233785,Arm,1764043238521,leg,1764043241053,head,1764043251770,abdomen,1764043260284,neck,1764043271017,fingers,1764043277666,toes,1764043279099,ear,1764043281766",,,,,,,"1764043308637,Smell,1764043314896,start,1764043316947,smart,1764043318979,slug,1764043321297,slow,1764043322880,sloppy,1764043327013,slick,1764043329880,sleep ,1764043333963,slip,1764043336330,song,1764043338395,Sponge,1764043343912,soap,1764043345695,soar,1764043348478,sore,1764043350495,score,1764043352761,sport,1764043355028,snore,1764043357428,snake,1764043359927,sly,1764043363543","1764043372950,Brush,1764043377176,bill,1764043379359,bright,1764043381992,blink,1764043384541,bridge,1764043386908,brick,1764043389092,bong,1764043395758,bingo,1764043399874,boil,1764043404373,blow,1764043407358,b,1764043410906,blast,1764043413523,bring ,1764043420922,brain,1764043426439",,,,,,,"1764043717234,Jump,1764043725116,just ,1764043728366,join,1764043730516,joy,1764043732516,jolly,1764043737415,bass,1764043740848,violin,1764043745065,guitar,1764043747631,piano,1764043752064,jelly,1764043763563,jam,1764043764880,jealous ,1764043768146","1764043779025,How,1764043787095,hill,1764043789645,hope,1764043791111,horse,1764043795495,horn,1764043797779,haunt,1764043802093,hero,1764043805643,heal,1764043808210,Hammer,1764043818076,Screwdriver,1764043826225,Drill,1764043830441,saw,1764043836057",,,,,,,"1764043458786,Frog,1764043464053,flamingo,1764043471402","1764043522241,Playhouse,1764043538098,plushie ,1764043549480",,,,
R_7U9tkspIJSLTS92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6pK44LsxEJgI9u1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3ZKeM7ZhLom5WvV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7rJe2EU1D92brtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1vy2QbVB8OkKzZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6zN5N6CySDeiBHJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_12RY1WtMepizwwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Y4bQQQ5NxI5JUP,TRUE,FALSE,"thriller,horror,action,comedy",0.829,9.745,61.931,4,4.009,23.953,60.002,3,"yellow,yonder,yes",2.843,2.843,60.007,1,1.219,1.219,60.106,1,"eyeliner,eyeshadow",2.415,48.641,60.004,4,8.525,8.525,60.004,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",6.653,6.653,60.006,1,6.139,6.139,60.006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Male,,Asian,,No,No,chinese,No,no,no,46161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1laetXodWTI1Qbr,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",2.294,2.294,60.006,1,1.441,1.441,60.006,1,"yellow,yonder,yes",1.358,1.358,60.003,1,1.526,1.526,60.006,1,"eyeliner,eyeshadow",2.734,2.734,60.105,1,1.493,1.493,60.006,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",1.721,1.721,60.006,1,1.441,1.441,60.105,1,18,Female,,White,,No,Yes,None,No,No,None,46151,,,,,,,"1764812435945,Dog,1764812440094,Cat,1764812441441,Lion,1764812443298,Deer,1764812444736,Wolf,1764812446620,Lizard,1764812449720,Cow,1764812454640,Pig,1764812455967,Chicken,1764812458285,Horse,1764812460896,Giraffe,1764812464859,Cheetah,1764812469381,Zebra,1764812471958,Tiger,1764812479861,Hyena,1764812484105,Rhino,1764812488373,Leopard,1764812490524,Fish,1764812495527","1764812498927,Puzzles,1764812507536,Legos,1764812512057,Dolls,1764812517793,Blocks,1764812523907,Shapes,1764812526925",,,,,,,"1764812571748,Jewels,1764812576872,Juice,1764812578621,Jam,1764812600072,Jist,1764812619765,Justice,1764812621955,Jolly,1764812630926","1764812633813,Home,1764812636302,House,1764812637345,Husband,1764812640200,Hero,1764812642151,Hint,1764812645528,Hurt,1764812653167,Heart,1764812657751,History,1764812661489,Hunk,1764812668842,Hump,1764812672803,Hunch,1764812682533,Ham,1764812687778",,,,,,,"1764812862689,Sun,1764812867113,Shine,1764812868545,T-shirt,1764812876655,Sweatpants,1764812880499,Sweatshirt,1764812882698,Sweater,1764812884963,Jeans,1764812887770,Shoes,1764812890221,Boots,1764812891729,Hat,1764812893985,Beanie,1764812896860,Gloves,1764812899305,Scarf,1764812902890,Jacket,1764812908649,Silly,1764812912980,Sorrow,1764812914795,Syrup,1764812917245","1764812924671,Bring,1764812927840,Borrow,1764812930698,Boyfriend,1764812935410,Busy,1764812939172,Buzz,1764812941069,Baby,1764812944479,Bingo,1764812948262,Bum,1764812951584,Pizza,1764812959820,Pasta,1764812961200,Lettuce,1764812963171,Burger,1764812964464,Tomato,1764812966566,Eggs,1764812968135,Cereal,1764812970277,Strawberries,1764812977373,Blueberries,1764812983173",,,,,,,"1764812707624,Night lamp,1764812755845,Night stand,1764812761976","1764812772266,Ankle,1764812776308,Artery,1764812779519,Arm,1764812804090,Abdomen,1764812808069,Appendix,1764812816928,Adams apple,1764812829938"
R_5XnBQ4BSQNfODjV,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thriller,horror,action,comedy",7.081,7.081,60.125,1,2.476,2.476,60.125,1,"yellow,yonder,yes",5.343,5.343,60.124,1,2.837,2.837,60.13,1,"eyeliner,eyeshadow",2.604,2.604,60.125,1,2.947,2.947,60.126,1,"quintessential,quick,triangle,quadrangle,rectangle,quadrilateral",3.501,3.501,60.127,1,5.564,5.564,60.132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Female,,White,,No,Yes,no,No,no,no,46115,,,,,"1764818912872,piano,1764818922361,trumpet,1764818926417,accordian,1764818930600,flute,1764818934118,clarinet,1764818936743,bag pipe,1764818941278,trombone,1764818947065,guitar,1764818949874,ukalele,1764818953846,violin,1764818959779,saxophone,1764818964137","1764818975090,screwdriver,1764818983547,saw,1764818986351,wrench,1764818988798,chainsa,1764818993876",,,,,,,"1764819046552,nice,1764819053357,no,1764819054496,now,1764819055641,not,1764819065347,net,1764819067711,neck,1764819069662,nut,1764819074481,need,1764819085588,ned,1764819088879,nothing,1764819094063","1764819110059,apple,1764819114769,abbreviate,1764819120901,act,1764819125590,ask,1764819127234,actually,1764819131146,act,1764819132195,apple,1764819139218,a,1764819144292,ash,1764819150205,an,1764819156367,at,1764819158396,are,1764819165118,ate,1764819168014",,,,,,,"1764819347925,friends,1764819354121,cat,1764819356753,follow,1764819358191,dog,1764819360536,foreve,1764819368851,far ,1764819370882,squirrl ,1764819375873,mouse,1764819379109,rabbit,1764819381044,duck,1764819383454,fat,1764819385817,father,1764819388659,fell,1764819395119,feel,1764819396619,fish,1764819406727","1764819411765,doll,1764819422169,ball,1764819429292,yoyo,1764819439791,press,1764819449019,push,1764819450480,plow,1764819453215,provide,1764819456851,proper,1764819459475,provoke,1764819469654",,,,,,,"1764819192108,shoe,1764819196689,shirt,1764819198017,sweater,1764819204768,scarf,1764819207484,socks,1764819232560","1764819254300,bannana,1764819259030,bell pepper,1764819264406,blue berries,1764819273732",,
